order_id,product_id,quantity,unit_price,unit_cost
O003290,P0234,1,41.52,14.91
O003291,P0217,1,99.52,33.82
O003291,P0163,2,72.86,29.64
O003291,P0020,2,338.13,236.61
O003291,P0267,2,138.92,82.84
O003291,P0097,2,460.15,305.28
O003292,P0244,4,86.93,44.14
O003292,P0264,1,83.05,47.39
O003292,P0079,3,281.05,200.4
O003293,P0216,1,68.79,27.72
O003293,P0224,2,40.52,18.78
O003293,P0023,1,190.05,140.1
O003294,P0300,1,106.46,67.65
O003294,P0040,2,333.5,232.31
O003294,P0194,4,86.01,40.15
O003294,P0251,1,143.41,89.27
O003295,P0172,2,48.78,23.96
O003295,P0218,4,13.86,4.91
O003296,P0075,5,529.24,309.23
O003297,P0291,4,44.61,26.48
O003298,P0185,3,102.79,39.34
O003298,P0086,1,288.23,183.1
O003298,P0027,1,345.27,225.04
O003299,P0132,1,61.55,34.31
O003299,P0160,2,48.57,19.95
O003299,P0178,2,74.15,37.46
O003300,P0162,1,45.89,15.85
O003300,P0177,5,35.53,17.03
O003301,P0118,1,29.42,13.73
O003302,P0106,3,29.16,12.14
O003302,P0234,1,41.96,14.91
O003302,P0119,3,24.15,11.22
O003303,P0255,1,112.23,64.14
O003303,P0279,2,90.79,52.52
O003303,P0283,1,71,38.36
O003304,P0182,1,89.66,33.73
O003304,P0226,1,72.25,33.84
O003305,P0278,1,84.83,48.93
O003306,P0263,2,117.08,59.47
O003306,P0157,1,59.97,25.69
O003307,P0001,5,257.3,183.35
O003308,P0171,2,48.81,25.92
O003308,P0066,1,336.83,185.87
O003309,P0152,2,54.22,26.59
O003309,P0055,1,342.85,236.11
O003309,P0240,1,97.97,48.09
O003310,P0045,1,413.09,290.5
O003311,P0131,1,51.42,27.71
O003311,P0294,5,57.19,29.16
O003311,P0061,1,592.34,314.05
O003312,P0083,3,221.18,130.51
O003312,P0108,1,41.33,20.7
O003312,P0024,2,307.7,216.05
O003313,P0264,4,86.59,47.39
O003313,P0231,1,104.55,55.04
O003313,P0073,4,329.51,200.42
O003313,P0278,3,79.75,48.93
O003314,P0017,1,370.11,276.98
O003314,P0177,1,39.37,17.03
O003314,P0267,1,138.81,82.84
O003314,P0269,2,67.28,41.45
O003315,P0144,2,31.76,14.97
O003315,P0120,1,47.12,19.66
O003316,P0003,1,117.05,81.59
O003316,P0030,1,185.98,116.84
O003316,P0002,3,313.47,190.62
O003316,P0051,4,123.05,71.32
O003317,P0147,1,19.69,10.39
O003318,P0054,2,294.06,219.23
O003318,P0077,3,308.74,180.96
O003319,P0004,5,237.19,165.29
O003320,P0292,1,119.45,53.56
O003320,P0006,2,5.44,3.95
O003321,P0227,1,58,21.79
O003321,P0154,1,37.95,17.74
O003321,P0238,3,33.4,17.86
O003321,P0147,1,20.74,10.39
O003321,P0002,1,315.37,190.62
O003322,P0089,1,353.03,213.13
O003322,P0297,3,126.16,74.56
O003322,P0246,1,94.82,38.33
O003323,P0263,1,121.8,59.47
O003323,P0012,1,183.17,144.29
O003323,P0210,1,94.07,35.04
O003324,P0172,1,50.87,23.96
O003324,P0127,1,70.2,28.5
O003324,P0265,2,119.18,67.58
O003324,P0290,1,169.05,88.25
O003325,P0297,1,138.09,74.56
O003326,P0051,1,112.81,71.32
O003326,P0059,1,439.35,249.71
O003327,P0203,1,59.32,26.78
O003327,P0108,1,41.12,20.7
O003327,P0123,2,40.2,19.4
O003327,P0080,1,351.9,200.57
O003328,P0187,1,57.43,24.62
O003328,P0039,1,248.47,171.27
O003329,P0009,4,109.3,63.15
O003329,P0101,1,48.84,23.09
O003330,P0224,1,39.75,18.78
O003330,P0102,1,57.9,18.55
O003330,P0255,2,115.81,64.14
O003331,P0273,2,47.57,31.65
O003331,P0033,1,259.09,177.46
O003331,P0028,2,209.89,131.12
O003332,P0031,1,351.91,226.84
O003332,P0206,3,64.22,30.07
O003333,P0169,1,66.63,34.34
O003333,P0158,5,29.11,11.41
O003334,P0040,1,353.74,232.31
O003334,P0072,4,253.76,144.19
O003335,P0204,2,77.68,38.97
O003335,P0163,3,73.8,29.64
O003335,P0142,2,49.88,21.25
O003335,P0116,1,70.96,38.04
O003335,P0278,2,85.79,48.93
O003336,P0071,2,313.03,205.86
O003336,P0282,1,155.54,83.91
O003336,P0158,5,27.79,11.41
O003336,P0023,1,214.92,140.1
O003337,P0170,3,59.5,29.19
O003337,P0169,1,64.65,34.34
O003337,P0141,1,47.64,22.78
O003338,P0239,1,95.73,48.52
O003339,P0081,1,257.46,184.28
O003339,P0259,2,100.45,54.92
O003340,P0242,3,75.26,47.88
O003340,P0271,2,144.99,74.27
O003340,P0176,1,50.42,17.91
O003341,P0142,1,48.79,21.25
O003342,P0187,2,54.47,24.62
O003343,P0271,1,152.24,74.27
O003343,P0038,1,197.49,131.74
O003343,P0192,2,78.94,33.9
O003344,P0065,2,190.59,113.93
O003344,P0285,1,70.82,40.73
O003344,P0070,5,410.15,241.57
O003344,P0221,2,120,45.82
O003344,P0040,1,330.9,232.31
O003345,P0199,1,78.35,29.04
O003345,P0117,1,39.56,21.42
O003345,P0043,1,109.85,77.51
O003345,P0231,2,100.46,55.04
O003345,P0148,5,63.58,31.06
O003346,P0176,1,47.29,17.91
O003346,P0150,3,47.91,23.77
O003346,P0024,1,274.54,216.05
O003346,P0051,1,122.36,71.32
O003346,P0189,1,63.82,27.81
O003346,P0069,1,332.88,173.91
O003347,P0149,1,37.46,20.06
O003347,P0110,1,43.96,19.01
O003348,P0260,1,98.39,59.68
O003348,P0063,2,223.78,148.19
O003348,P0200,1,77.29,35.11
O003348,P0006,4,4.96,3.95
O003349,P0072,1,239.31,144.19
O003349,P0274,1,97.92,52.26
O003349,P0134,1,34.9,20.52
O003350,P0089,1,334.47,213.13
O003350,P0023,1,201.44,140.1
O003351,P0141,1,45.15,22.78
O003352,P0065,2,195.51,113.93
O003352,P0191,5,49.47,22.56
O003352,P0048,2,152.58,96.22
O003352,P0200,1,77.41,35.11
O003352,P0070,2,385.56,241.57
O003352,P0006,1,5.23,3.95
O003353,P0094,1,358.19,223.8
O003353,P0150,1,49.52,23.77
O003353,P0012,5,178.85,144.29
O003353,P0140,2,50.44,20.88
O003353,P0224,3,39.19,18.78
O003354,P0049,3,307.97,201.14
O003354,P0083,3,216.35,130.51
O003355,P0024,3,289.52,216.05
O003355,P0030,2,178.46,116.84
O003356,P0116,1,71.49,38.04
O003356,P0109,1,24.26,14.65
O003356,P0189,1,65.13,27.81
O003357,P0001,1,260.03,183.35
O003358,P0239,1,88.99,48.52
O003358,P0021,2,143.77,96.75
O003358,P0254,1,102.07,49.08
O003358,P0088,1,680.8,468.78
O003359,P0096,1,170.02,93.71
O003359,P0239,1,95.26,48.52
O003360,P0275,1,111.1,58.67
O003360,P0286,1,116.23,68.98
O003360,P0285,1,69.05,40.73
O003360,P0134,1,36.5,20.52
O003360,P0145,2,44.55,19.97
O003360,P0264,1,88.29,47.39
O003361,P0045,1,413.68,290.5
O003361,P0174,1,50.21,19.82
O003361,P0005,3,274.23,180.19
O003361,P0273,1,52.33,31.65
O003362,P0109,5,25.08,14.65
O003362,P0271,2,146.65,74.27
O003363,P0273,1,53.45,31.65
O003363,P0255,1,113.77,64.14
O003363,P0088,3,657.58,468.78
O003363,P0147,1,20.7,10.39
O003364,P0074,4,563.11,309.2
O003364,P0044,1,285.72,199.81
O003364,P0166,2,18.66,9.8
O003364,P0286,1,117.91,68.98
O003365,P0217,3,106.66,33.82
O003366,P0260,1,110.17,59.68
O003366,P0046,1,198.32,116.08
O003366,P0081,1,276.81,184.28
O003367,P0290,1,151.68,88.25
O003368,P0293,2,26.84,14.28
O003368,P0005,1,281.62,180.19
O003368,P0083,1,229.16,130.51
O003368,P0028,2,203.68,131.12
O003369,P0088,2,684.53,468.78
O003370,P0094,5,369.01,223.8
O003370,P0261,1,131.74,73.01
O003371,P0025,1,268.26,177.08
O003371,P0260,2,100.16,59.68
O003372,P0117,2,41.21,21.42
O003372,P0013,5,192.56,142.15
O003373,P0105,1,44.28,17.85
O003373,P0288,1,84.69,42.42
O003373,P0208,2,69.92,38.44
O003374,P0108,2,42.04,20.7
O003374,P0184,1,78.38,34.74
O003375,P0088,2,648.05,468.78
O003375,P0096,2,167.4,93.71
O003376,P0211,1,50.29,21.06
O003376,P0261,1,132.21,73.01
O003376,P0057,5,302.01,152.67
O003376,P0286,5,122.13,68.98
O003377,P0238,1,33.05,17.86
O003378,P0186,1,66.95,28.6
O003378,P0153,1,5.14,2.37
O003379,P0163,1,79.43,29.64
O003380,P0234,5,38.94,14.91
O003380,P0205,1,112.31,51.3
O003381,P0064,1,409.99,232.51
O003381,P0254,1,98.76,49.08
O003382,P0142,4,50.31,21.25
O003382,P0116,1,69.62,38.04
O003382,P0267,3,147.75,82.84
O003382,P0117,4,40.97,21.42
O003383,P0105,3,43.74,17.85
O003383,P0067,1,280.77,155.88
O003383,P0044,1,302.38,199.81
O003383,P0161,2,9.62,4.82
O003384,P0257,1,70.91,37.39
O003384,P0086,1,283.84,183.1
O003384,P0067,1,271.77,155.88
O003384,P0292,4,107.98,53.56
O003385,P0290,2,160.59,88.25
O003385,P0210,1,90.59,35.04
O003385,P0295,1,118.87,68.75
O003386,P0238,1,32.47,17.86
O003386,P0141,2,48.49,22.78
O003386,P0204,2,83.15,38.97
O003386,P0022,1,230.1,146.59
O003387,P0011,2,94.85,67.9
O003387,P0236,1,136.22,76.29
O003387,P0235,1,106.5,47.66
O003388,P0121,1,41.5,20.08
O003388,P0279,5,86.36,52.52
O003388,P0165,1,26.67,14.2
O003389,P0087,2,280.69,168.27
O003389,P0209,4,35.51,13.48
O003390,P0189,1,66.69,27.81
O003391,P0002,2,315.95,190.62
O003392,P0001,2,252.35,183.35
O003392,P0163,1,75.95,29.64
O003392,P0172,1,50.57,23.96
O003393,P0210,1,91.24,35.04
O003394,P0167,3,45.91,21.55
O003394,P0125,1,33.34,19.41
O003394,P0139,5,18.16,9.27
O003394,P0205,2,100.88,51.3
O003395,P0179,4,80.38,35.85
O003395,P0257,2,77.21,37.39
O003395,P0264,1,82.9,47.39
O003395,P0090,1,408.01,185.86
O003396,P0124,1,40.27,19.32
O003396,P0025,3,280.61,177.08
O003396,P0167,5,47.47,21.55
O003397,P0037,1,106.63,66.6
O003397,P0276,1,119.8,74.14
O003397,P0164,3,45.83,23.04
O003398,P0209,1,32.88,13.48
O003398,P0116,2,68.55,38.04
O003399,P0136,2,16.04,7.1
O003399,P0163,2,72.63,29.64
O003399,P0097,3,416.89,305.28
O003400,P0271,3,156.09,74.27
O003401,P0057,3,275.07,152.67
O003401,P0087,1,289.61,168.27
O003401,P0264,2,86.88,47.39
O003401,P0061,2,590.59,314.05
O003402,P0275,1,116.39,58.67
O003402,P0255,1,114.29,64.14
O003402,P0241,1,96.96,43.3
O003403,P0009,3,107.74,63.15
O003403,P0278,2,81.18,48.93
O003403,P0005,1,291.71,180.19
O003403,P0070,2,416.69,241.57
O003404,P0109,2,24.46,14.65
O003404,P0178,1,76.17,37.46
O003405,P0017,2,371.33,276.98
O003406,P0233,4,57.45,32.03
O003406,P0037,1,108.14,66.6
O003406,P0272,1,118.46,68.23
O003406,P0108,3,47.03,20.7
O003407,P0077,1,318.64,180.96
O003407,P0150,1,50.17,23.77
O003408,P0068,2,346.05,210.52
O003408,P0137,2,43.2,20.58
O003408,P0079,3,304.82,200.4
O003408,P0259,1,100.1,54.92
O003409,P0180,2,71.17,31.93
O003410,P0123,1,37.22,19.4
O003410,P0166,1,19.54,9.8
O003410,P0112,1,16.58,7.79
O003411,P0225,3,107.38,48.28
O003411,P0201,1,63.57,28.86
O003411,P0286,3,113.11,68.98
O003412,P0280,1,77.46,36.8
O003412,P0282,2,155.71,83.91
O003413,P0150,4,50.02,23.77
O003413,P0077,2,320.78,180.96
O003413,P0207,1,82.25,39.4
O003413,P0189,1,65.85,27.81
O003414,P0224,1,42.95,18.78
O003414,P0169,1,63.77,34.34
O003414,P0263,1,113.12,59.47
O003414,P0083,1,211.55,130.51
O003414,P0037,1,114.79,66.6
O003415,P0046,3,190.02,116.08
O003415,P0069,1,306.28,173.91
O003415,P0060,2,540.06,344.5
O003416,P0060,1,553.51,344.5
O003416,P0041,1,173.24,122.21
O003417,P0264,4,84.06,47.39
O003417,P0061,1,552.26,314.05
O003417,P0068,1,360.05,210.52
O003417,P0019,1,159.27,117.28
O003418,P0198,5,108.03,48.01
O003419,P0010,4,122.27,80.84
O003419,P0051,2,119.37,71.32
O003419,P0250,1,86.56,60.2
O003420,P0262,2,61.88,33.94
O003421,P0055,1,342.89,236.11
O003422,P0072,1,232.71,144.19
O003422,P0175,1,32.6,15.18
O003422,P0046,5,196.71,116.08
O003422,P0056,2,121.89,74.46
O003423,P0124,1,40.55,19.32
O003423,P0072,2,247.76,144.19
O003423,P0120,1,48.74,19.66
O003424,P0169,5,61.12,34.34
O003424,P0120,5,47.33,19.66
O003424,P0262,5,62,33.94
O003424,P0055,1,367.2,236.11
O003425,P0213,1,62.22,23.34
O003425,P0038,1,195.67,131.74
O003426,P0189,3,67.77,27.81
O003426,P0019,1,175.71,117.28
O003427,P0167,1,43.91,21.55
O003427,P0212,3,121.68,47.26
O003428,P0092,1,239.94,143.47
O003428,P0058,1,442.38,288.71
O003428,P0162,1,47.71,15.85
O003428,P0274,4,96.42,52.26
O003429,P0004,1,244.29,165.29
O003430,P0094,1,374.26,223.8
O003430,P0038,1,203.09,131.74
O003430,P0059,2,418.7,249.71
O003431,P0071,2,330.43,205.86
O003431,P0116,1,68.33,38.04
O003431,P0017,1,348.87,276.98
O003431,P0215,1,73.01,34.32
O003431,P0153,2,5.22,2.37
O003432,P0239,3,102.41,48.52
O003432,P0259,4,95.95,54.92
O003433,P0168,4,31.18,11.5
O003433,P0054,1,275.31,219.23
O003433,P0049,1,304.63,201.14
O003433,P0174,2,54.87,19.82
O003433,P0204,2,75.85,38.97
O003434,P0161,2,9.59,4.82
O003435,P0299,3,87.71,48.94
O003435,P0069,1,311.01,173.91
O003435,P0061,3,628.27,314.05
O003436,P0276,1,118.66,74.14
O003436,P0166,1,19.22,9.8
O003437,P0087,2,289.2,168.27
O003438,P0057,3,265.67,152.67
O003438,P0097,2,498.49,305.28
O003439,P0030,2,186.64,116.84
O003439,P0275,1,108.13,58.67
O003439,P0125,2,34.94,19.41
O003439,P0236,2,128.75,76.29
O003440,P0278,2,85.69,48.93
O003440,P0070,2,400.19,241.57
O003440,P0211,1,51.55,21.06
O003441,P0181,2,55.14,25.41
O003441,P0018,1,181.21,119.94
O003441,P0088,1,668.21,468.78
O003441,P0188,1,90.76,41.67
O003441,P0008,1,135.46,85.76
O003441,P0095,1,136.56,78.71
O003442,P0268,1,67.02,38.96
O003442,P0143,1,35.96,17.65
O003443,P0068,1,347.44,210.52
O003443,P0202,1,4.98,2.08
O003444,P0256,2,149.56,74.69
O003444,P0011,1,88.04,67.9
O003445,P0260,4,104.78,59.68
O003445,P0114,1,40.32,22.62
O003445,P0289,1,81.28,43.82
O003445,P0242,1,79.07,47.88
O003445,P0191,3,52.23,22.56
O003446,P0110,1,41.14,19.01
O003447,P0258,2,130.37,63.68
O003447,P0111,2,34.35,12.93
O003447,P0221,2,122.98,45.82
O003447,P0236,1,142.95,76.29
O003447,P0289,1,81.54,43.82
O003448,P0242,2,84.05,47.88
O003448,P0090,4,385.22,185.86
O003448,P0015,1,270.22,160.99
O003449,P0212,2,129.57,47.26
O003450,P0188,2,92.68,41.67
O003450,P0191,1,52.16,22.56
O003450,P0246,2,93.23,38.33
O003451,P0189,1,64.03,27.81
O003451,P0196,1,70.35,34.88
O003452,P0070,4,376.58,241.57
O003453,P0164,1,46.14,23.04
O003453,P0110,1,40.12,19.01
O003453,P0116,1,67.02,38.04
O003453,P0285,1,69.3,40.73
O003453,P0266,1,123.58,56.79
O003454,P0183,3,89.9,47.89
O003454,P0032,1,244.44,170.06
O003454,P0272,1,111.43,68.23
O003455,P0116,1,73.05,38.04
O003456,P0216,1,65.92,27.72
O003456,P0287,1,99.75,59.64
O003456,P0242,1,76.83,47.88
O003456,P0225,1,107.04,48.28
O003456,P0119,1,23.72,11.22
O003457,P0124,1,38.74,19.32
O003457,P0018,1,179.39,119.94
O003457,P0194,3,82.91,40.15
O003457,P0053,1,305.65,195.05
O003458,P0190,1,101.77,39.84
O003459,P0228,5,41.05,16.69
O003459,P0159,2,35.95,18
O003459,P0101,1,45.06,23.09
O003459,P0181,1,58.94,25.41
O003460,P0198,2,108.75,48.01
O003460,P0233,2,57.86,32.03
O003460,P0286,1,112.79,68.98
O003460,P0152,2,53.98,26.59
O003461,P0024,1,293.08,216.05
O003461,P0088,1,659.61,468.78
O003461,P0108,2,43.13,20.7
O003462,P0205,1,106.31,51.3
O003462,P0102,2,56.64,18.55
O003462,P0129,3,16.89,8.76
O003462,P0110,1,38.54,19.01
O003462,P0089,5,349.82,213.13
O003463,P0187,1,56.57,24.62
O003463,P0016,1,147.43,102.3
O003463,P0045,3,406.52,290.5
O003463,P0194,2,82.87,40.15
O003464,P0159,1,32.66,18
O003464,P0085,4,528.91,309.87
O003464,P0069,1,314.69,173.91
O003464,P0142,1,50.78,21.25
O003465,P0011,1,102.52,67.9
O003465,P0199,1,80.04,29.04
O003466,P0168,5,29.65,11.5
O003466,P0099,2,425.19,258.19
O003467,P0185,1,102.04,39.34
O003467,P0209,3,33.8,13.48
O003468,P0068,1,352,210.52
O003468,P0030,2,187,116.84
O003468,P0157,4,59.34,25.69
O003468,P0198,3,113.11,48.01
O003469,P0296,2,48.16,25.73
O003469,P0054,1,296.66,219.23
O003470,P0146,1,26.3,8.84
O003471,P0097,1,430.71,305.28
O003471,P0105,3,45.98,17.85
O003471,P0202,1,5.16,2.08
O003471,P0187,2,56.35,24.62
O003471,P0218,1,12.69,4.91
O003471,P0099,1,433.37,258.19
O003472,P0089,2,339.31,213.13
O003472,P0243,2,106.2,50.45
O003472,P0194,3,85.57,40.15
O003473,P0055,2,340.29,236.11
O003474,P0071,2,311.89,205.86
O003474,P0286,1,121.62,68.98
O003475,P0079,1,298.5,200.4
O003475,P0106,3,25.2,12.14
O003476,P0134,5,36.64,20.52
O003476,P0014,1,178.22,104.09
O003477,P0111,1,33.79,12.93
O003478,P0210,2,98.25,35.04
O003478,P0277,2,109.79,53.14
O003479,P0279,1,95.04,52.52
O003480,P0241,2,95.59,43.3
O003481,P0191,2,50.66,22.56
O003482,P0140,1,51.85,20.88
O003482,P0256,1,145.08,74.69
O003482,P0284,1,93.41,47.22
O003482,P0136,1,16.06,7.1
O003483,P0199,3,81.36,29.04
O003483,P0099,1,434.4,258.19
O003484,P0066,1,310.99,185.87
O003484,P0242,1,80.9,47.88
O003484,P0151,3,41.38,19.16
O003484,P0070,4,399.84,241.57
O003485,P0162,1,47.64,15.85
O003485,P0171,1,49.87,25.92
O003486,P0184,1,87.16,34.74
O003486,P0045,1,365.4,290.5
O003486,P0283,1,72.83,38.36
O003486,P0212,2,138.55,47.26
O003486,P0166,1,20.15,9.8
O003487,P0106,2,25.48,12.14
O003487,P0276,3,119.92,74.14
O003487,P0173,1,56.03,26.23
O003487,P0100,1,300.77,175.41
O003487,P0158,4,26.9,11.41
O003488,P0205,4,110.37,51.3
O003489,P0043,3,117.87,77.51
O003489,P0289,4,80.97,43.82
O003489,P0067,1,276.94,155.88
O003489,P0097,1,458.56,305.28
O003490,P0167,2,46.16,21.55
O003490,P0009,5,100.79,63.15
O003490,P0296,1,44.37,25.73
O003491,P0018,2,178.88,119.94
O003491,P0202,1,4.9,2.08
O003491,P0137,1,42.72,20.58
O003491,P0278,1,81.79,48.93
O003492,P0251,1,154.38,89.27
O003492,P0286,1,112.76,68.98
O003492,P0185,5,104.95,39.34
O003492,P0230,1,34.45,13.32
O003493,P0027,1,349.29,225.04
O003493,P0006,1,5.34,3.95
O003493,P0163,1,75.74,29.64
O003494,P0206,1,58.36,30.07
O003494,P0189,4,61.58,27.81
O003495,P0186,2,66.29,28.6
O003495,P0177,3,38.77,17.03
O003495,P0202,1,5.29,2.08
O003495,P0265,1,121.93,67.58
O003495,P0032,2,241.06,170.06
O003495,P0131,2,48.69,27.71
O003496,P0206,1,62.13,30.07
O003496,P0043,2,114.31,77.51
O003497,P0203,1,55.5,26.78
O003497,P0182,1,92.01,33.73
O003497,P0029,1,240.68,161.42
O003497,P0185,1,106.12,39.34
O003498,P0295,1,113.12,68.75
O003498,P0210,1,97.4,35.04
O003499,P0197,3,69.67,29.79
O003499,P0130,2,21.05,10
O003499,P0097,1,453.14,305.28
O003499,P0031,1,359.68,226.84
O003500,P0224,3,41.3,18.78
O003500,P0069,1,301.24,173.91
O003500,P0062,1,103.07,77.57
O003500,P0220,1,82.28,33.22
O003500,P0149,1,36.82,20.06
O003501,P0255,1,116.46,64.14
O003502,P0106,3,28.46,12.14
O003502,P0030,1,182.61,116.84
O003503,P0276,1,120.97,74.14
O003503,P0106,1,26.56,12.14
O003503,P0236,1,131.48,76.29
O003503,P0112,1,15.44,7.79
O003504,P0194,1,84.79,40.15
O003505,P0284,2,94.55,47.22
O003506,P0028,1,223.08,131.12
O003506,P0137,2,43.16,20.58
O003506,P0158,2,27.67,11.41
O003507,P0130,2,20.67,10
O003507,P0289,1,83.95,43.82
O003507,P0088,1,630.56,468.78
O003508,P0062,1,107.31,77.57
O003508,P0110,1,44.49,19.01
O003508,P0042,2,231.05,157.79
O003509,P0053,5,336.2,195.05
O003510,P0049,3,309.96,201.14
O003510,P0121,1,39.1,20.08
O003510,P0204,1,77.81,38.97
O003510,P0109,1,23.89,14.65
O003511,P0079,2,302.67,200.4
O003511,P0228,1,45.22,16.69
O003511,P0229,1,82.9,33.98
O003511,P0233,1,62.87,32.03
O003512,P0017,1,347.09,276.98
O003512,P0152,3,51.3,26.59
O003512,P0009,1,100.55,63.15
O003513,P0244,5,84.5,44.14
O003514,P0215,1,73.66,34.32
O003514,P0072,3,251.63,144.19
O003515,P0193,3,102.04,53.82
O003515,P0065,2,197.81,113.93
O003516,P0282,1,168.94,83.91
O003516,P0204,3,76.24,38.97
O003517,P0108,3,43.04,20.7
O003517,P0133,2,52.74,23.12
O003517,P0150,1,49.21,23.77
O003518,P0180,3,70.84,31.93
O003519,P0142,1,49.4,21.25
O003519,P0299,1,82.84,48.94
O003519,P0251,1,140.4,89.27
O003520,P0138,2,24.86,12.24
O003521,P0289,1,79.67,43.82
O003521,P0202,2,4.96,2.08
O003521,P0118,1,30.69,13.73
O003521,P0040,1,324.76,232.31
O003522,P0011,2,92.07,67.9
O003522,P0030,1,184.44,116.84
O003522,P0184,5,82.27,34.74
O003522,P0118,2,30.79,13.73
O003522,P0163,1,70.59,29.64
O003522,P0150,1,52.18,23.77
O003523,P0019,2,151.03,117.28
O003523,P0008,3,124.53,85.76
O003523,P0243,1,99.48,50.45
O003524,P0228,2,46.69,16.69
O003524,P0282,3,150.42,83.91
O003525,P0029,1,229.94,161.42
O003525,P0166,1,20.02,9.8
O003525,P0047,1,255.96,161.87
O003525,P0089,2,359.08,213.13
O003526,P0189,1,68.83,27.81
O003526,P0137,2,42.33,20.58
O003526,P0159,2,35.21,18
O003526,P0240,1,91.32,48.09
O003527,P0028,3,209.86,131.12
O003527,P0002,1,311.9,190.62
O003528,P0061,1,586.23,314.05
O003528,P0122,2,17.33,8.25
O003528,P0260,1,103.41,59.68
O003528,P0201,2,62.88,28.86
O003529,P0194,1,89.69,40.15
O003529,P0120,1,50.14,19.66
O003529,P0287,1,95.49,59.64
O003529,P0294,1,55.33,29.16
O003530,P0120,1,46.97,19.66
O003530,P0178,4,74.95,37.46
O003530,P0208,1,67.99,38.44
O003531,P0161,3,9.25,4.82
O003531,P0094,5,358.69,223.8
O003532,P0155,1,74.12,30.14
O003532,P0115,2,33.48,19.33
O003532,P0104,1,28.83,15.83
O003532,P0096,2,166.91,93.71
O003533,P0123,2,35.15,19.4
O003533,P0230,1,31.23,13.32
O003533,P0085,1,522.67,309.87
O003533,P0194,1,85.87,40.15
O003534,P0059,2,425.7,249.71
O003534,P0032,1,289.22,170.06
O003534,P0042,1,235.78,157.79
O003534,P0081,4,281.72,184.28
O003534,P0236,1,139.62,76.29
O003535,P0247,4,111.04,64.18
O003535,P0286,1,112.59,68.98
O003535,P0241,2,100.01,43.3
O003535,P0220,1,86.28,33.22
O003536,P0224,2,42.95,18.78
O003536,P0065,4,205.19,113.93
O003536,P0179,3,78.64,35.85
O003536,P0273,3,49.1,31.65
O003537,P0075,4,484.88,309.23
O003537,P0230,1,32.76,13.32
O003537,P0171,4,49.23,25.92
O003537,P0181,3,57.53,25.41
O003538,P0183,1,90.19,47.89
O003538,P0003,1,121.22,81.59
O003539,P0289,1,77.91,43.82
O003539,P0151,2,41.44,19.16
O003539,P0157,2,58.93,25.69
O003539,P0144,6,32.74,14.97
O003540,P0233,1,59.48,32.03
O003540,P0196,2,70.38,34.88
O003540,P0095,1,123.06,78.71
O003540,P0214,2,70.02,30.04
O003540,P0225,2,108.56,48.28
O003540,P0284,1,93.33,47.22
O003541,P0124,2,41.25,19.32
O003542,P0271,1,150.77,74.27
O003543,P0040,4,327.32,232.31
O003543,P0108,3,41.14,20.7
O003544,P0237,2,59.23,29.15
O003544,P0156,3,4.96,2.05
O003545,P0163,1,75.63,29.64
O003546,P0017,2,359.03,276.98
O003547,P0300,1,102.13,67.65
O003547,P0268,1,71.96,38.96
O003548,P0248,1,105.55,62.41
O003548,P0184,2,78.01,34.74
O003549,P0122,3,19.32,8.25
O003550,P0197,2,68.72,29.79
O003550,P0226,1,74.84,33.84
O003550,P0030,1,201.4,116.84
O003551,P0232,3,72.2,34.28
O003551,P0029,4,247.13,161.42
O003551,P0034,4,275.13,210.27
O003552,P0067,1,269.84,155.88
O003552,P0271,1,147.92,74.27
O003552,P0194,2,89.43,40.15
O003552,P0118,2,30.26,13.73
O003552,P0033,3,269.26,177.46
O003553,P0232,3,73.09,34.28
O003553,P0240,1,96.44,48.09
O003553,P0103,1,43.29,19.74
O003554,P0054,1,293.29,219.23
O003554,P0083,4,219.28,130.51
O003554,P0255,1,115.7,64.14
O003554,P0158,3,28.68,11.41
O003555,P0062,1,104.15,77.57
O003555,P0078,1,152.2,95.39
O003556,P0168,3,29.55,11.5
O003556,P0065,1,207.85,113.93
O003556,P0273,1,53.24,31.65
O003557,P0085,1,488.71,309.87
O003557,P0101,1,42.97,23.09
O003557,P0007,1,162.41,102.87
O003557,P0297,2,129.27,74.56
O003557,P0060,1,538.02,344.5
O003558,P0118,4,30.8,13.73
O003558,P0008,3,136,85.76
O003558,P0215,2,69.98,34.32
O003559,P0017,1,354.17,276.98
O003559,P0019,1,167.88,117.28
O003559,P0160,6,50.34,19.95
O003560,P0278,1,83.66,48.93
O003560,P0006,1,4.84,3.95
O003560,P0288,4,78.79,42.42
O003561,P0086,1,290.9,183.1
O003561,P0014,2,171.18,104.09
O003561,P0099,1,451.47,258.19
O003561,P0066,1,318.43,185.87
O003561,P0176,1,46.17,17.91
O003562,P0221,1,113.75,45.82
O003562,P0280,1,80.32,36.8
O003562,P0102,2,55.95,18.55
O003562,P0118,2,30.65,13.73
O003563,P0236,2,133.71,76.29
O003563,P0018,1,201.27,119.94
O003563,P0247,1,115.12,64.18
O003564,P0189,2,68.38,27.81
O003564,P0175,2,33.51,15.18
O003564,P0230,1,34.12,13.32
O003564,P0033,1,261.78,177.46
O003564,P0069,1,308.63,173.91
O003564,P0094,3,361.65,223.8
O003565,P0261,3,134.13,73.01
O003566,P0154,2,34.82,17.74
O003566,P0085,2,523.25,309.87
O003566,P0224,1,41.04,18.78
O003566,P0177,2,40.11,17.03
O003567,P0288,3,86.37,42.42
O003567,P0211,3,50.55,21.06
