customer_id,signup_date,region,segment,acquisition_channel,age,income
C01361,2025-01-06,West,Corporate,Search,44,87400
C01362,2024-07-16,West,Consumer,Search,31,26700
C01363,2025-10-13,Northeast,Consumer,Social,51,22000
C01364,2024-11-15,Northeast,Consumer,Search,52,22000
C01365,2023-08-01,Northeast,Consumer,Social,35,58400
C01366,2024-11-13,South,Consumer,Search,45,113200
C01367,2025-10-05,West,Corporate,Social,49,105700
C01368,2024-08-11,Midwest,Corporate,Social,46,139700
C01369,2024-09-21,South,Corporate,Referral,46,125100
C01370,2025-10-16,South,Consumer,Email,37,41800
C01371,2024-08-24,Northeast,Consumer,Social,39,96600
C01372,2024-01-20,South,Corporate,Email,40,108900
C01373,2024-04-05,South,Small Business,Search,63,59700
C01374,2023-11-17,West,Consumer,Email,38,59900
C01375,2025-10-12,West,Consumer,Referral,60,
C01376,2025-03-12,South,Consumer,Search,47,57000
C01377,2023-07-08,South,Corporate,Email,42,121900
C01378,2023-05-25,Midwest,Consumer,Search,28,61500
C01379,2024-06-15,West,Corporate,Social,34,68100
C01380,2024-10-02,Northeast,Small Business,Referral,45,105600
C01381,2023-07-23,Midwest,Consumer,Email,26,77400
C01382,2025-08-03,Midwest,Consumer,Social,29,42200
C01383,2024-09-27,South,Consumer,Referral,43,71600
C01384,2025-11-01,Midwest,Corporate,Email,19,129000
C01385,2025-03-02,South,Consumer,Search,30,22000
C01386,2023-06-15,Northeast,Small Business,Email,27,27600
C01387,2023-11-20,South,Consumer,Search,35,
C01388,2025-07-05,West,Consumer,Search,25,112700
C01389,2023-02-17,West,Small Business,Search,32,114100
C01390,2024-03-15,Midwest,Corporate,Search,29,110000
C01391,2023-09-03,Midwest,Consumer,Search,46,96000
C01392,2023-10-08,West,Corporate,Social,45,99500
C01393,2024-04-25,West,Small Business,Social,35,47000
C01394,2024-07-02,West,Corporate,Referral,41,80200
C01395,2025-03-29,Midwest,Corporate,Search,44,112300
C01396,2025-05-16,West,Consumer,Referral,34,
C01397,2024-12-10,South,Consumer,Social,29,55600
C01398,2025-04-14,West,Corporate,Search,54,147100
C01399,2025-02-02,West,Corporate,Social,30,85300
C01400,2023-12-31,South,Consumer,Email,22,41300
C01401,2023-12-13,Midwest,Small Business,Search,56,99200
C01402,2024-04-18,West,Corporate,Social,54,81800
C01403,2024-10-29,Northeast,Small Business,Search,55,94100
C01404,2024-12-25,South,Small Business,Social,39,132400
C01405,2023-09-01,Midwest,Consumer,Search,23,43900
C01406,2025-08-20,South,Corporate,Email,25,113900
C01407,2024-11-30,West,Corporate,Search,44,172300
C01408,2025-09-15,Northeast,Consumer,Search,52,22000
C01409,2024-04-20,Midwest,Consumer,Search,51,55400
C01410,2023-02-25,West,Corporate,Social,26,86200
C01411,2025-02-04,Northeast,Consumer,Social,38,86500
C01412,2025-08-22,South,Corporate,Social,19,141900
C01413,2025-03-02,South,Consumer,Search,30,38800
C01414,2024-04-22,West,Corporate,Email,23,70000
C01415,2023-04-06,West,Consumer,Email,20,56800
C01416,2023-12-16,Midwest,Consumer,Search,18,65400
C01417,2023-06-16,West,Corporate,Social,51,
C01418,2023-11-21,South,Small Business,Search,44,83600
C01419,2025-05-26,West,Corporate,Email,25,82800
C01420,2023-07-20,South,Consumer,Social,30,42200
C01421,2024-11-17,Midwest,Small Business,Search,31,70500
C01422,2024-05-29,Northeast,Consumer,Search,28,60200
C01423,2025-05-04,South,Consumer,Social,46,48000
C01424,2023-10-08,West,Consumer,Search,18,55400
C01425,2023-11-11,Midwest,Corporate,Email,37,98900
C01426,2025-06-20,Northeast,Consumer,Social,33,81800
C01427,2025-11-06,Northeast,Corporate,Social,29,102100
C01428,2025-01-23,West,Consumer,Referral,38,50900
C01429,2023-10-11,South,Consumer,Referral,51,35800
C01430,2025-10-11,West,Consumer,Search,39,84600
C01431,2023-11-10,Northeast,Consumer,Search,37,66100
C01432,2023-06-27,Midwest,Corporate,Referral,46,80000
C01433,2024-08-24,Midwest,Corporate,Search,31,74800
C01434,2024-09-30,West,Consumer,Search,57,77200
C01435,2024-03-10,South,Consumer,Email,40,81600
C01436,2025-06-23,West,Small Business,Email,57,90400
C01437,2024-05-16,South,Consumer,Search,71,65200
C01438,2025-09-22,Midwest,Consumer,Search,21,55400
C01439,2023-04-11,West,Consumer,Social,59,72100
C01440,2024-11-30,West,Consumer,Social,51,85300
C01441,2025-08-20,Northeast,Consumer,Search,34,52200
C01442,2023-05-31,South,Consumer,Email,41,58900
C01443,2025-10-06,West,Consumer,Referral,31,49300
C01444,2023-03-13,South,Consumer,Email,33,79700
C01445,2024-01-16,Midwest,Consumer,Referral,32,27600
C01446,2024-12-29,West,Consumer,Search,33,42100
C01447,2025-06-11,South,Consumer,Referral,22,95400
C01448,2024-03-26,West,Consumer,Email,43,57700
C01449,2025-10-11,Midwest,Small Business,Email,51,120300
C01450,2025-10-02,West,Consumer,Search,38,38900
C01451,2023-06-29,West,Corporate,Social,50,124800
C01452,2023-04-30,South,Corporate,Email,18,103200
C01453,2025-09-29,West,Consumer,Social,45,79300
C01454,2024-07-19,Northeast,Consumer,Email,78,22000
C01455,2025-06-22,South,Consumer,Search,46,74500
C01456,2023-11-30,West,Consumer,Search,25,90900
C01457,2024-08-18,West,Consumer,Search,28,68000
C01458,2024-06-06,Northeast,Corporate,Email,57,93300
C01459,2025-06-16,South,Corporate,Email,52,116000
C01460,2024-11-17,Northeast,Small Business,Social,33,82100
C01461,2023-02-02,Midwest,Small Business,Search,70,120200
C01462,2024-09-15,Midwest,Consumer,Social,45,76500
C01463,2023-08-09,West,Consumer,Social,50,65700
C01464,2025-06-09,South,Small Business,Search,55,72000
C01465,2024-01-14,Northeast,Consumer,Referral,24,27500
C01466,2023-01-11,West,Consumer,Search,39,35400
C01467,2023-09-28,Northeast,Small Business,Referral,30,66400
C01468,2023-04-17,West,Small Business,Search,43,54500
C01469,2025-10-20,South,Consumer,Search,30,50800
C01470,2023-09-25,Northeast,Consumer,Email,38,44400
C01471,2024-04-18,South,Consumer,Search,46,93700
C01472,2025-10-11,Northeast,Consumer,Social,24,29700
C01473,2024-03-17,Northeast,Consumer,Search,27,74900
C01474,2023-08-12,South,Consumer,Referral,49,76300
C01475,2025-03-23,Northeast,Consumer,Email,23,45300
C01476,2025-04-20,Northeast,Consumer,Search,49,121300
C01477,2025-01-03,West,Consumer,Social,32,60700
C01478,2024-07-05,Northeast,Consumer,Email,18,111000
C01479,2025-06-25,South,Consumer,Social,44,22000
C01480,2023-05-22,Northeast,Consumer,Referral,47,67400
C01481,2025-10-10,West,Corporate,Search,42,89300
C01482,2025-03-21,Northeast,Consumer,Search,40,34200
C01483,2023-09-07,West,Consumer,Social,33,50400
C01484,2024-07-07,South,Corporate,Social,23,89100
C01485,2024-10-25,South,Small Business,Search,42,94100
C01486,2023-06-06,West,Consumer,Referral,35,40100
C01487,2023-10-05,West,Consumer,Search,36,63200
C01488,2025-02-12,West,Small Business,Social,39,70700
C01489,2023-05-04,West,Consumer,Social,39,133000
C01490,2024-09-14,South,Consumer,Referral,55,29600
C01491,2025-03-13,Midwest,Consumer,Social,47,93700
C01492,2023-11-03,West,Small Business,Search,57,42700
C01493,2025-03-21,Northeast,Consumer,Email,67,56800
C01494,2024-08-13,South,Corporate,Email,41,
C01495,2024-02-11,West,Consumer,Search,41,38700
C01496,2025-04-03,Midwest,Consumer,Search,31,43200
C01497,2025-02-17,Midwest,Consumer,Social,38,30100
C01498,2025-08-27,South,Consumer,Social,23,102100
C01499,2023-06-14,South,Consumer,Email,18,69400
C01500,2024-04-28,South,Consumer,Social,45,76400
C01501,2025-04-07,West,Consumer,Referral,32,87500
C01502,2024-11-10,South,Consumer,Social,29,77400
C01503,2025-05-08,South,Consumer,Social,63,111400
C01504,2025-09-21,Northeast,Consumer,Email,18,85700
C01505,2023-12-12,Midwest,Consumer,Social,36,46300
C01506,2023-10-09,South,Corporate,Search,40,105300
C01507,2025-07-13,Midwest,Small Business,Referral,52,114000
C01508,2023-07-13,Midwest,Consumer,Social,37,49800
C01509,2023-08-05,Midwest,Consumer,Email,31,22000
C01510,2023-11-20,Northeast,Consumer,Search,38,41900
C01511,2024-06-11,Northeast,Corporate,Search,40,124100
C01512,2025-07-23,Midwest,Corporate,Email,40,36200
C01513,2025-10-07,South,Small Business,Search,35,82000
C01514,2023-05-08,Northeast,Corporate,Referral,18,84100
C01515,2024-09-17,South,Small Business,Social,46,45000
C01516,2023-06-03,Northeast,Consumer,Email,60,36400
C01517,2024-10-27,Midwest,Consumer,Email,34,39600
C01518,2025-06-18,South,Consumer,Social,30,
C01519,2025-04-27,West,Small Business,Social,63,63100
C01520,2025-08-24,Midwest,Small Business,Referral,30,110500
C01521,2023-12-05,West,Consumer,Referral,36,62800
C01522,2024-06-13,Northeast,Consumer,Social,33,65300
C01523,2023-09-21,West,Consumer,Search,33,60700
C01524,2024-10-08,South,Corporate,Search,33,97600
C01525,2023-03-12,South,Consumer,Search,37,46000
C01526,2023-08-06,West,Corporate,Referral,42,72500
C01527,2023-06-04,Northeast,Consumer,Search,33,117500
C01528,2025-10-01,South,Small Business,Referral,25,85300
C01529,2025-03-28,West,Corporate,Social,58,112900
C01530,2023-12-02,South,Consumer,Email,29,64000
C01531,2025-02-18,Midwest,Consumer,Email,25,80600
C01532,2025-05-08,Midwest,Consumer,Referral,24,49500
C01533,2023-09-20,West,Corporate,Social,44,88000
C01534,2025-07-19,West,Consumer,Search,43,22000
C01535,2023-07-01,West,Consumer,Email,46,94900
C01536,2025-04-16,Midwest,Consumer,Search,61,68700
C01537,2024-07-02,South,Corporate,Search,31,93500
C01538,2024-06-28,West,Consumer,Social,18,22000
C01539,2023-05-23,Northeast,Consumer,Search,44,55900
C01540,2024-10-11,Northeast,Consumer,Search,45,36500
C01541,2023-04-10,West,Consumer,Email,63,41500
C01542,2025-06-18,South,Small Business,Email,59,116000
C01543,2024-07-09,South,Consumer,Email,28,
C01544,2025-01-17,Midwest,Small Business,Referral,62,106900
C01545,2025-03-28,South,Consumer,Search,30,76900
C01546,2023-03-23,West,Small Business,Search,18,79700
C01547,2024-04-14,South,Small Business,Referral,24,129300
C01548,2024-06-22,West,Small Business,Email,59,124900
C01549,2023-07-02,West,Consumer,Search,39,115300
C01550,2023-06-07,West,Consumer,Email,54,39100
C01551,2023-06-18,West,Corporate,Referral,40,118000
C01552,2023-12-28,South,Consumer,Search,43,54100
C01553,2023-03-16,Midwest,Consumer,Social,24,42900
C01554,2025-04-10,South,Consumer,Social,36,32800
C01555,2025-11-06,Midwest,Corporate,Email,54,
C01556,2025-09-09,Northeast,Small Business,Social,40,76500
C01557,2023-10-03,South,Corporate,Social,58,78000
C01558,2023-12-01,Northeast,Consumer,Social,43,94600
C01559,2023-07-26,South,Consumer,Referral,37,68200
C01560,2025-08-24,West,Consumer,Social,23,69000
C01561,2024-08-02,Northeast,Corporate,Referral,18,104400
C01562,2025-07-05,South,Consumer,Referral,29,31900
C01563,2023-10-29,West,Consumer,Social,24,103800
C01564,2025-07-13,West,Corporate,Email,41,105800
C01565,2025-10-01,Midwest,Consumer,Referral,45,41700
C01566,2024-12-23,Northeast,Consumer,Search,30,74600
C01567,2024-02-08,South,Consumer,Search,60,34000
C01568,2025-03-25,Northeast,Consumer,Email,37,81300
C01569,2024-02-19,West,Corporate,Social,36,147700
C01570,2024-01-31,Northeast,Consumer,Email,32,55000
C01571,2024-07-12,Midwest,Consumer,Social,37,91700
C01572,2025-05-20,Northeast,Small Business,Social,41,111300
C01573,2023-12-25,Midwest,Small Business,Search,60,91700
C01574,2024-04-02,West,Consumer,Search,32,59800
C01575,2023-04-10,Midwest,Consumer,Social,43,73200
C01576,2023-07-24,West,Consumer,Email,39,82700
C01577,2023-09-21,West,Consumer,Social,41,44100
C01578,2024-03-13,Northeast,Corporate,Social,49,50600
C01579,2024-10-25,Midwest,Consumer,Social,38,22900
C01580,2025-11-13,South,Consumer,Referral,45,37100
C01581,2025-02-06,Northeast,Small Business,Social,28,87400
C01582,2024-05-10,Northeast,Consumer,Search,41,41300
C01583,2025-07-20,Northeast,Consumer,Email,48,97500
C01584,2024-08-09,West,Consumer,Email,51,53000
C01585,2025-03-13,South,Consumer,Search,29,72300
C01586,2023-08-17,Northeast,Consumer,Search,50,66400
C01587,2025-04-16,West,Consumer,Referral,37,28000
C01588,2025-07-27,West,Consumer,Search,29,73900
C01589,2024-05-03,Northeast,Small Business,Search,50,45500
C01590,2023-05-27,West,Consumer,Social,40,23400
C01591,2024-10-26,West,Corporate,Search,20,108200
C01592,2025-04-30,Northeast,Small Business,Social,43,79000
C01593,2023-06-12,Northeast,Small Business,Search,44,127500
C01594,2025-10-07,West,Small Business,Social,39,102500
C01595,2025-01-06,Northeast,Consumer,Search,38,65500
C01596,2023-07-11,South,Consumer,Social,40,63900
C01597,2025-03-20,Northeast,Corporate,Social,51,133600
C01598,2025-01-27,West,Small Business,Search,39,63700
C01599,2023-08-07,West,Consumer,Email,40,61200
C01600,2023-08-27,West,Corporate,Search,40,126300
C01601,2025-06-20,Midwest,Corporate,Email,42,151100
C01602,2024-04-26,Northeast,Consumer,Referral,54,57700
C01603,2023-08-04,South,Consumer,Social,60,63000
C01604,2025-07-02,Northeast,Consumer,Search,32,97300
C01605,2024-12-22,South,Consumer,Referral,44,
C01606,2025-03-14,Northeast,Corporate,Search,61,110400
C01607,2025-02-20,South,Consumer,Social,53,78600
C01608,2024-06-23,South,Consumer,Referral,29,68000
C01609,2023-09-01,Midwest,Corporate,Search,67,98600
C01610,2024-10-12,South,Consumer,Referral,35,66500
C01611,2024-10-27,West,Consumer,Referral,23,70400
C01612,2025-04-20,West,Consumer,Social,42,110500
C01613,2023-02-24,Northeast,Consumer,Search,47,46300
C01614,2023-08-15,Northeast,Consumer,Search,55,54800
C01615,2024-04-07,Midwest,Consumer,Search,31,26200
C01616,2023-07-25,Northeast,Consumer,Search,33,75600
C01617,2023-12-06,Northeast,Consumer,Referral,30,33900
C01618,2025-03-01,South,Small Business,Email,48,
C01619,2024-10-18,South,Small Business,Search,44,
C01620,2024-04-25,South,Consumer,Referral,46,39000
C01621,2024-07-30,Northeast,Small Business,Search,42,53600
C01622,2024-01-19,Northeast,Small Business,Referral,27,74100
C01623,2025-09-20,South,Consumer,Referral,68,86500
C01624,2023-12-22,South,Small Business,Search,44,85200
C01625,2025-01-05,Northeast,Consumer,Search,25,83900
C01626,2024-12-01,South,Consumer,Email,51,70200
C01627,2024-07-20,West,Consumer,Search,44,56200
C01628,2023-04-01,West,Consumer,Social,43,69000
C01629,2025-05-10,South,Consumer,Search,36,35600
C01630,2024-09-29,South,Corporate,Search,51,127000
C01631,2023-11-06,South,Consumer,Search,39,61000
C01632,2024-08-22,West,Consumer,Email,45,55600
C01633,2023-12-24,Midwest,Consumer,Search,26,52800
C01634,2024-09-04,West,Consumer,Referral,51,56500
C01635,2024-03-28,South,Corporate,Search,53,100300
C01636,2023-05-12,Midwest,Small Business,Social,58,131100
C01637,2024-11-01,South,Consumer,Email,47,22000
C01638,2023-01-19,Northeast,Small Business,Email,26,
C01639,2024-03-05,Midwest,Consumer,Social,31,65900
C01640,2024-03-15,Northeast,Small Business,Social,26,70100
C01641,2024-09-12,West,Consumer,Search,55,52900
C01642,2025-06-28,South,Corporate,Search,29,95000
C01643,2024-08-26,Midwest,Corporate,Email,45,65200
C01644,2025-09-22,Northeast,Consumer,Email,25,70100
C01645,2023-06-04,Northeast,Consumer,Search,47,56600
C01646,2025-02-07,South,Corporate,Referral,43,69000
C01647,2023-06-22,West,Corporate,Referral,47,51900
C01648,2025-10-08,South,Corporate,Email,31,92400
C01649,2023-07-11,Midwest,Consumer,Email,35,75400
C01650,2024-08-17,South,Small Business,Social,37,45700
C01651,2024-08-22,Midwest,Corporate,Social,64,112100
C01652,2025-08-28,Northeast,Consumer,Social,34,85000
C01653,2023-06-11,West,Consumer,Search,55,78500
C01654,2023-06-01,Northeast,Corporate,Email,26,107200
C01655,2023-01-15,Midwest,Corporate,Search,52,112400
C01656,2025-04-16,Midwest,Consumer,Search,61,41000
C01657,2023-11-24,West,Consumer,Search,29,47300
C01658,2025-03-20,West,Small Business,Email,29,98700
C01659,2025-11-10,South,Corporate,Referral,32,117800
C01660,2025-04-03,Midwest,Consumer,Search,26,35400
C01661,2024-06-06,Northeast,Corporate,Search,30,101000
C01662,2025-08-25,South,Corporate,Social,50,90800
C01663,2023-07-12,South,Small Business,Email,39,66600
C01664,2023-11-15,West,Corporate,Email,39,69100
C01665,2025-04-01,Midwest,Small Business,Email,34,102100
C01666,2025-03-21,Northeast,Small Business,Email,37,58900
C01667,2024-10-18,Northeast,Small Business,Social,27,108600
C01668,2023-11-15,Midwest,Consumer,Social,48,64300
C01669,2024-05-06,West,Consumer,Social,36,81100
C01670,2025-05-10,West,Corporate,Search,52,172900
C01671,2024-03-12,Midwest,Corporate,Search,27,97800
C01672,2023-09-10,South,Small Business,Search,28,85900
C01673,2023-08-10,Midwest,Corporate,Email,36,99200
C01674,2023-02-15,Northeast,Consumer,Social,33,51500
C01675,2023-08-20,South,Consumer,Social,40,27700
C01676,2023-11-06,Northeast,Consumer,Social,49,61700
C01677,2023-11-03,South,Consumer,Email,34,60400
C01678,2023-12-03,West,Consumer,Social,51,62100
C01679,2023-11-04,Midwest,Corporate,Search,54,117300
C01680,2024-11-11,Midwest,Consumer,Search,50,29100
C01681,2023-11-03,Northeast,Consumer,Email,48,25400
C01682,2023-02-03,South,Corporate,Search,37,94000
C01683,2025-07-03,Northeast,Consumer,Search,18,39100
C01684,2025-08-21,Midwest,Consumer,Referral,47,75400
C01685,2024-12-21,West,Corporate,Social,18,103000
C01686,2023-03-27,Northeast,Consumer,Social,36,87100
C01687,2023-04-22,Midwest,Consumer,Social,54,77400
C01688,2023-02-26,South,Corporate,Referral,48,90900
C01689,2023-05-20,South,Consumer,Email,49,35000
C01690,2025-03-11,Midwest,Consumer,Email,39,22000
C01691,2025-08-04,Midwest,Consumer,Email,63,48300
C01692,2023-11-06,Northeast,Small Business,Email,35,77300
C01693,2024-05-02,West,Consumer,Email,23,38600
C01694,2023-07-21,West,Small Business,Search,28,105600
C01695,2023-11-14,Northeast,Corporate,Search,51,84800
C01696,2023-01-01,Northeast,Corporate,Social,41,123700
C01697,2024-11-07,West,Consumer,Search,22,43300
C01698,2023-09-22,Northeast,Consumer,Search,50,22000
C01699,2023-12-28,Midwest,Corporate,Search,51,
C01700,2024-04-10,Midwest,Small Business,Search,34,75700
C01701,2023-08-13,Northeast,Consumer,Social,39,70300
C01702,2023-09-18,West,Consumer,Referral,36,70600
C01703,2024-05-17,South,Consumer,Referral,21,52700
C01704,2025-07-20,South,Consumer,Social,31,67600
C01705,2025-11-06,South,Consumer,Search,47,67600
C01706,2025-02-15,West,Corporate,Social,31,
C01707,2025-10-20,West,Consumer,Referral,34,55700
C01708,2024-07-04,Midwest,Corporate,Search,28,128000
C01709,2023-02-01,West,Consumer,Social,18,56200
C01710,2023-09-05,Northeast,Consumer,Search,18,91600
C01711,2025-09-25,West,Consumer,Social,18,22000
C01712,2023-05-02,Midwest,Consumer,Email,43,26400
C01713,2023-05-04,South,Consumer,Email,20,35100
C01714,2025-02-01,Northeast,Corporate,Search,20,85100
C01715,2025-08-05,West,Consumer,Search,25,51600
C01716,2024-02-15,South,Small Business,Email,38,57400
C01717,2023-11-28,West,Small Business,Search,27,96800
C01718,2023-08-29,Midwest,Consumer,Referral,52,72300
C01719,2025-07-17,South,Consumer,Email,38,63900
C01720,2024-08-05,West,Consumer,Search,37,37100
C01721,2023-12-03,Midwest,Small Business,Referral,58,72600
C01722,2025-05-21,South,Consumer,Search,30,33200
C01723,2025-02-08,West,Consumer,Referral,31,22000
C01724,2024-05-02,South,Corporate,Social,44,79400
C01725,2024-11-07,South,Corporate,Search,26,87600
C01726,2025-08-01,West,Consumer,Search,50,72000
C01727,2025-10-18,West,Small Business,Email,32,91500
C01728,2023-11-29,Midwest,Consumer,Referral,23,81000
C01729,2025-07-31,West,Corporate,Social,46,80300
C01730,2024-04-16,West,Small Business,Email,27,63500
C01731,2023-10-28,Midwest,Small Business,Search,45,99200
C01732,2025-08-17,Midwest,Small Business,Search,57,98400
C01733,2024-12-15,South,Corporate,Email,52,49700
C01734,2025-05-27,West,Consumer,Social,26,22000
C01735,2025-01-07,West,Consumer,Search,19,80500
C01736,2025-06-04,Midwest,Consumer,Email,21,22200
C01737,2025-06-08,South,Consumer,Email,43,26700
C01738,2023-09-15,South,Small Business,Email,47,93700
C01739,2025-07-15,Midwest,Consumer,Email,42,22000
C01740,2023-06-05,South,Small Business,Email,24,96100
C01741,2023-06-26,Midwest,Consumer,Social,43,64600
C01742,2024-12-21,South,Corporate,Search,54,63100
C01743,2023-06-13,South,Consumer,Email,18,65200
C01744,2023-11-20,South,Consumer,Search,43,22000
C01745,2024-11-03,South,Consumer,Search,37,36100
C01746,2024-03-26,Midwest,Consumer,Email,28,27300
C01747,2023-07-12,South,Consumer,Referral,39,85200
C01748,2024-10-18,West,Small Business,Referral,35,55700
C01749,2025-10-25,South,Consumer,Search,39,30300
C01750,2023-04-12,Midwest,Corporate,Email,19,70000
C01751,2024-02-21,Northeast,Small Business,Social,39,104500
C01752,2023-12-09,Northeast,Consumer,Email,40,60100
C01753,2023-02-19,South,Consumer,Referral,44,67700
C01754,2025-06-29,South,Consumer,Social,60,62000
C01755,2024-09-28,Midwest,Corporate,Search,45,71400
C01756,2025-10-15,Northeast,Consumer,Social,26,75600
C01757,2023-08-28,West,Small Business,Search,35,106200
C01758,2024-05-15,West,Corporate,Referral,50,142700
C01759,2024-03-02,South,Consumer,Social,39,22000
C01760,2025-10-30,Northeast,Consumer,Email,18,22000
C01761,2023-02-04,South,Corporate,Search,39,101900
C01762,2025-11-12,Northeast,Consumer,Referral,28,22000
C01763,2023-10-31,Midwest,Small Business,Search,36,63500
C01764,2024-03-04,West,Corporate,Email,33,133300
C01765,2024-04-02,West,Small Business,Email,32,104400
C01766,2024-08-19,South,Corporate,Referral,25,96400
C01767,2024-09-04,Northeast,Consumer,Search,41,76400
C01768,2023-07-02,Midwest,Small Business,Email,30,73300
C01769,2025-01-15,Midwest,Consumer,Email,47,22000
C01770,2024-08-07,South,Consumer,Social,32,22000
C01771,2024-10-21,South,Consumer,Search,45,46800
C01772,2024-06-14,West,Consumer,Referral,51,38600
C01773,2025-03-29,Midwest,Consumer,Email,43,53400
C01774,2025-05-23,South,Consumer,Search,34,
C01775,2025-05-02,West,Consumer,Social,18,84300
C01776,2023-09-16,West,Small Business,Referral,30,43600
C01777,2024-01-11,West,Small Business,Search,18,44600
C01778,2023-05-10,South,Consumer,Social,50,47600
C01779,2024-01-25,West,Consumer,Email,46,55500
C01780,2023-08-28,Midwest,Consumer,Search,31,91300
C01781,2024-02-04,South,Corporate,Social,57,125900
C01782,2024-11-09,Midwest,Consumer,Search,65,91500
C01783,2023-04-02,Midwest,Consumer,Search,56,54800
C01784,2025-10-16,West,Small Business,Search,29,111800
C01785,2024-06-10,South,Consumer,Email,70,94900
C01786,2024-05-08,West,Consumer,Social,59,34600
C01787,2023-10-17,Northeast,Consumer,Search,43,50300
C01788,2023-11-27,Northeast,Consumer,Referral,25,88200
C01789,2024-12-05,West,Corporate,Referral,62,133200
C01790,2023-11-25,South,Consumer,Email,58,94000
C01791,2025-01-09,Midwest,Consumer,Email,32,31900
C01792,2025-05-03,South,Consumer,Search,35,48800
C01793,2023-02-27,West,Consumer,Social,45,
C01794,2025-02-04,Northeast,Small Business,Search,46,66200
C01795,2023-12-14,South,Corporate,Search,21,152700
C01796,2025-09-23,West,Consumer,Search,39,30900
C01797,2025-05-07,South,Consumer,Search,39,37800
C01798,2025-07-15,Midwest,Small Business,Email,28,106900
C01799,2023-01-10,South,Consumer,Email,24,68600
C01800,2024-07-01,West,Consumer,Referral,52,53400
C01801,2024-07-06,Midwest,Small Business,Email,46,78500
C01802,2024-01-25,Midwest,Consumer,Social,37,74800
C01803,2024-07-20,Northeast,Small Business,Social,54,87200
C01804,2025-03-12,South,Corporate,Social,60,118900
C01805,2023-08-03,West,Corporate,Referral,50,
C01806,2025-04-07,South,Consumer,Search,27,45300
C01807,2025-01-23,South,Corporate,Social,38,91600
C01808,2023-02-02,Midwest,Corporate,Email,60,106600
C01809,2023-10-25,Northeast,Corporate,Social,18,96400
C01810,2025-11-11,South,Corporate,Email,40,87400
C01811,2023-10-06,Midwest,Consumer,Search,41,90500
C01812,2023-05-27,Midwest,Consumer,Email,19,68700
C01813,2025-10-31,South,Consumer,Email,43,51000
C01814,2023-11-03,South,Consumer,Email,38,89900
C01815,2025-04-06,Northeast,Small Business,Search,51,102500
C01816,2024-12-04,South,Small Business,Referral,40,76300
C01817,2025-07-21,West,Small Business,Referral,30,119500
C01818,2025-09-12,Northeast,Consumer,Email,51,74000
C01819,2023-05-27,West,Corporate,Email,39,87200
C01820,2025-05-20,West,Consumer,Social,70,
C01821,2025-01-01,South,Small Business,Email,60,109900
C01822,2025-02-24,South,Consumer,Referral,30,45200
C01823,2025-06-20,South,Small Business,Social,62,94300
C01824,2024-12-26,Northeast,Consumer,Search,28,73000
C01825,2024-05-23,West,Small Business,Search,60,56100
C01826,2024-12-18,West,Consumer,Email,38,56600
C01827,2024-07-11,South,Consumer,Email,26,36700
C01828,2025-07-22,Northeast,Consumer,Search,26,22000
C01829,2025-08-27,West,Small Business,Referral,37,33900
C01830,2024-12-05,West,Consumer,Social,21,86500
C01831,2023-09-28,Midwest,Corporate,Search,42,110600
C01832,2023-04-22,West,Consumer,Social,54,74800
C01833,2023-09-27,Northeast,Consumer,Search,22,27800
C01834,2023-04-03,South,Consumer,Email,64,58200
C01835,2024-09-04,West,Consumer,Search,27,22000
C01836,2025-08-22,Northeast,Consumer,Referral,29,51200
C01837,2023-02-17,South,Corporate,Email,43,104800
C01838,2024-10-13,South,Corporate,Referral,37,119900
C01839,2024-08-11,West,Corporate,Referral,32,154400
C01840,2025-05-29,Northeast,Consumer,Social,53,53200
C01841,2025-09-19,South,Small Business,Email,33,81200
C01842,2024-04-02,Northeast,Consumer,Social,50,38600
C01843,2025-04-26,West,Small Business,Referral,29,71500
C01844,2024-10-14,Midwest,Consumer,Referral,20,113000
C01845,2023-01-31,West,Consumer,Social,44,87800
C01846,2025-08-05,South,Corporate,Social,39,135700
C01847,2025-01-25,West,Consumer,Search,47,74400
C01848,2023-07-11,Northeast,Consumer,Social,45,90700
C01849,2024-03-23,West,Consumer,Referral,33,65800
C01850,2023-10-17,Northeast,Consumer,Email,29,68300
C01851,2023-09-03,South,Corporate,Social,18,88300
C01852,2024-12-09,West,Corporate,Social,55,105400
C01853,2023-11-02,West,Consumer,Referral,56,59300
C01854,2023-03-21,West,Corporate,Search,40,112600
C01855,2025-02-28,South,Consumer,Referral,27,57500
C01856,2024-09-06,South,Consumer,Email,30,35000
C01857,2024-01-11,Northeast,Consumer,Email,32,85200
C01858,2023-04-15,West,Consumer,Search,24,90100
C01859,2023-06-07,Midwest,Corporate,Social,62,125700
C01860,2025-08-09,Northeast,Small Business,Email,29,78500
C01861,2024-10-15,Northeast,Corporate,Search,36,79500
C01862,2023-10-18,West,Consumer,Social,36,36700
C01863,2025-11-11,Northeast,Consumer,Social,37,22000
C01864,2025-02-01,West,Corporate,Email,48,100500
C01865,2025-07-13,South,Consumer,Social,49,26500
C01866,2025-05-05,Northeast,Consumer,Email,46,33400
C01867,2024-01-21,West,Consumer,Referral,49,22000
C01868,2025-04-14,Midwest,Corporate,Search,34,66900
C01869,2023-07-03,South,Consumer,Social,54,33900
C01870,2024-01-02,West,Corporate,Email,28,110000
C01871,2025-08-21,West,Consumer,Social,35,22000
