order_id,customer_id,order_date,status,discount_pct,shipping_cost
O006878,C02132,2024-11-04,Completed,0.15,8.16
O006879,C02219,2025-04-05,Completed,0,17.59
O006880,C00139,2025-05-12,Completed,0.05,13.15
O006881,C00578,2025-12-05,Completed,0.15,6.59
O006882,C02957,2025-03-18,Completed,0.2,6.67
O006883,C01246,2024-02-15,Cancelled,0,15.31
O006884,C03232,2025-03-09,Completed,0.3,10.48
O006885,C00826,2025-11-27,Completed,0.1,1.77
O006886,C00415,2025-10-02,Completed,0,11.88
O006887,C03282,2024-08-30,Completed,0.1,19.38
O006888,C00483,2025-08-18,Completed,0.15,13.89
O006889,C02176,2024-05-05,Completed,0.15,13.44
O006890,C03765,2024-02-24,Cancelled,0,9.22
O006891,C04233,2025-05-28,Completed,0.3,8.3
O006892,C03717,2025-05-30,Completed,0.2,8.9
O006893,C02375,2025-01-11,Completed,0.1,12.78
O006894,C02763,2025-09-16,Completed,0,19.76
O006895,C02328,2025-05-24,Completed,0.15,9.5
O006896,C01790,2025-09-16,Completed,0.15,7.84
O006897,C01177,2024-04-22,Completed,0.15,6.65
O006898,C02402,2025-06-08,Completed,0.2,8.32
O006899,C04112,2025-06-08,Completed,0.1,14.06
O006900,C00372,2024-06-03,Completed,0,11.09
O006901,C01574,2024-02-09,Completed,0.2,17.68
O006902,C02587,2024-10-29,Completed,0.2,9.65
O006903,C00489,2025-01-15,Completed,0.2,15.12
O006904,C02999,2024-01-31,Completed,0.15,10.94
O006905,C00480,2025-09-17,Completed,0.2,12.13
O006906,C03803,2025-04-14,Completed,0.2,0.65
O006907,C03711,2024-08-17,Completed,0.2,4.93
O006908,C01137,2024-02-15,Completed,0.2,9.07
O006909,C02078,2024-02-27,Completed,0.2,6.94
O006910,C04634,2024-05-17,Completed,0.15,7.79
O006911,C02247,2024-07-14,Completed,0,8.89
O006912,C01790,2024-01-23,Completed,0,8.71
O006913,C03045,2025-06-11,Completed,0.3,14.16
O006914,C00376,2025-10-05,Completed,0.2,8.15
O006915,C04296,2025-08-11,Returned,0,14.08
O006916,C02966,2024-09-06,Completed,0.1,11.73
O006917,C03211,2024-09-30,Completed,0.15,15.09
O006918,C04534,2025-02-03,Completed,0.15,14.35
O006919,C03426,2025-07-06,Completed,0.2,0.71
O006920,C03082,2024-02-08,Completed,0,16.36
O006921,C02977,2024-06-30,Completed,0.2,11.31
O006922,C02320,2024-12-05,Completed,0.1,7.78
O006923,C04512,2024-09-13,Completed,0,8.15
O006924,C04266,2024-06-03,Completed,0.1,7.26
O006925,C02963,2025-07-06,Completed,0.2,8.44
O006926,C02058,2025-06-12,Completed,0,5.62
O006927,C02969,2025-08-16,Cancelled,0.15,12.21
O006928,C01771,2024-10-20,Cancelled,0,0.98
O006929,C00285,2024-07-04,Returned,0.2,10.6
O006930,C02047,2025-05-05,Completed,0.05,5.83
O006931,C02284,2025-03-12,Completed,0.2,15.19
O006932,C00599,2024-06-22,Completed,0.15,13.11
O006933,C00819,2025-08-24,Completed,0,9.61
O006934,C02791,2024-08-04,Completed,0.15,18.46
O006935,C02046,2024-05-06,Returned,0,14.97
O006936,C03666,2024-12-30,Completed,0.15,11.64
O006937,C01660,2025-12-18,Completed,0.1,7.94
O006938,C02610,2025-04-15,Cancelled,0,15.53
O006939,C00144,2025-03-19,Completed,0.3,16.12
O006940,C04123,2024-10-31,Completed,0.1,14.78
O006941,C03975,2024-02-11,Completed,0.2,11.94
O006942,C02518,2024-08-15,Returned,0.05,9.64
O006943,C02959,2024-02-02,Completed,0,14.39
O006944,C04224,2024-03-03,Completed,0,12
O006945,C01130,2024-12-30,Completed,0.2,22.57
O006946,C01391,2025-03-06,Completed,0.05,4.62
O006947,C02096,2025-08-26,Completed,0.1,6.65
O006948,C00741,2024-10-17,Completed,0.1,5.31
O006949,C03093,2025-02-20,Completed,0,12.25
O006950,C03340,2024-02-17,Completed,0.2,7.42
O006951,C02679,2025-12-15,Returned,0,11.8
O006952,C04166,2024-12-25,Returned,0.2,11.51
O006953,C03655,2025-11-04,Completed,0.15,4.42
O006954,C00089,2024-03-02,Completed,0.3,12.1
O006955,C04489,2024-09-13,Completed,0.2,9.02
O006956,C01310,2025-01-13,Completed,0.1,6.45
O006957,C01158,2024-11-22,Completed,0.1,20.08
O006958,C02958,2024-09-13,Returned,0,9.29
O006959,C03912,2024-10-08,Completed,0.1,7.79
O006960,C03382,2024-02-07,Completed,0,17.32
O006961,C02873,2025-08-28,Completed,0.1,13.28
O006962,C02953,2024-06-23,Completed,0.15,14.42
O006963,C02155,2025-05-27,Completed,0.3,10.34
O006964,C00858,2025-07-21,Completed,0.05,11.86
O006965,C02202,2024-06-07,Completed,0.15,16.03
O006966,C04442,2024-04-13,Completed,0.05,8.44
O006967,C02931,2024-12-19,Completed,0.2,11.44
O006968,C04517,2025-07-22,Completed,0.2,7.05
O006969,C00190,2025-07-31,Completed,0,4.95
O006970,C03679,2024-02-09,Completed,0.05,5.97
O006971,C01307,2024-04-25,Returned,0.2,10.55
O006972,C02657,2024-09-29,Completed,0.2,11.4
O006973,C00970,2024-08-13,Completed,0.1,8.98
O006974,C04528,2024-11-28,Completed,0.2,8.76
O006975,C02949,2025-12-05,Completed,0.15,6.45
O006976,C01429,2024-05-03,Completed,0,10.52
O006977,C02355,2025-08-07,Completed,0.15,8.25
O006978,C01732,2024-08-30,Completed,0,10.56
O006979,C03757,2025-01-24,Completed,0.2,6.08
O006980,C02851,2024-06-06,Completed,0.2,11.52
O006981,C00324,2024-06-17,Completed,0.1,7.34
O006982,C03246,2024-08-04,Completed,0.2,14.08
O006983,C04130,2025-06-10,Completed,0,16.12
O006984,C01117,2024-03-15,Completed,0.2,10.31
O006985,C03188,2024-12-07,Completed,0.3,5.21
O006986,C02837,2025-07-28,Cancelled,0.15,14.89
O006987,C01129,2025-07-28,Completed,0.3,1.75
O006988,C02855,2024-03-28,Completed,0.05,7.91
O006989,C04455,2024-11-05,Completed,0.15,16.02
O006990,C02767,2025-09-08,Completed,0.1,20.23
O006991,C01645,2024-01-14,Completed,0.1,10.68
O006992,C01242,2025-05-11,Completed,0.15,9.59
O006993,C03190,2025-07-04,Completed,0.1,8.69
O006994,C02426,2025-02-09,Completed,0.05,9.74
O006995,C02421,2025-05-02,Completed,0.2,4.95
O006996,C02329,2024-11-15,Completed,0.05,9.24
O006997,C03459,2025-01-15,Completed,0.05,6.74
O006998,C00194,2025-05-11,Completed,0.15,11.7
O006999,C00332,2025-07-06,Completed,0.2,6.74
O007000,C00595,2024-02-28,Returned,0.3,15.56
O007001,C03461,2025-07-28,Completed,0.05,16.9
O007002,C04514,2024-01-12,Cancelled,0.1,9.92
O007003,C02460,2025-09-03,Completed,0.15,6.05
O007004,C04103,2025-06-20,Completed,0.2,4.82
O007005,C03385,2024-08-29,Completed,0.05,13.9
O007006,C03468,2025-06-08,Completed,0.3,12.71
O007007,C01856,2025-06-05,Completed,0,6.49
O007008,C04616,2025-08-24,Completed,0,20.84
O007009,C03310,2024-03-25,Completed,0,10.38
O007010,C02776,2024-10-17,Completed,0.1,8.78
O007011,C01623,2025-03-21,Completed,0,5.92
O007012,C01475,2024-09-14,Cancelled,0.15,12.46
O007013,C00838,2025-09-05,Completed,0.05,10.48
O007014,C01158,2025-02-18,Completed,0,11.04
O007015,C03236,2024-02-20,Completed,0.2,13.1
O007016,C02161,2025-07-29,Completed,0.1,6.51
O007017,C01485,2025-02-07,Completed,0.2,8.61
O007018,C00625,2025-10-07,Completed,0.15,11.33
O007019,C02070,2025-08-30,Completed,0.15,12.48
O007020,C01087,2025-03-17,Returned,0.2,11.57
O007021,C02838,2025-04-12,Completed,0,23.91
O007022,C01778,2025-02-06,Completed,0.1,10.42
O007023,C00748,2024-09-21,Returned,0.1,13.61
O007024,C01771,2024-09-26,Cancelled,0.15,7.27
O007025,C04428,2025-10-27,Completed,0.05,14.28
O007026,C00301,2025-08-21,Completed,0.15,6.01
O007027,C03895,2025-06-07,Cancelled,0.2,16.14
O007028,C04243,2024-05-21,Completed,0,6.36
O007029,C02888,2025-08-19,Completed,0.15,8.1
O007030,C00369,2024-11-30,Returned,0.15,13.09
O007031,C04155,2025-01-26,Completed,0.15,11.95
O007032,C01029,2024-06-01,Completed,0.1,9.34
O007033,C01188,2025-09-11,Completed,0.2,11.97
O007034,C01961,2025-10-29,Returned,0.15,10.16
O007035,C04308,2025-07-05,Completed,0.1,13.17
O007036,C00941,2025-03-28,Completed,0.3,13.36
O007037,C00435,2024-02-03,Completed,0.2,9.16
O007038,C01041,2025-05-23,Completed,0.3,10.07
O007039,C02971,2025-10-25,Completed,0.2,5.36
O007040,C02863,2024-03-06,Completed,0.2,7.83
O007041,C04650,2024-08-03,Completed,0.3,7.18
O007042,C01755,2025-12-27,Completed,0.15,14.43
O007043,C02728,2024-09-10,Completed,0,16.34
O007044,C02249,2025-03-04,Completed,0.1,9.11
O007045,C01881,2025-10-29,Completed,0.2,5.16
O007046,C01797,2025-03-13,Completed,0.2,9.05
O007047,C04460,2025-03-06,Completed,0,7.06
O007048,C00748,2025-02-06,Completed,0.15,8.5
O007049,C00713,2024-01-13,Completed,0.15,3.89
O007050,C03897,2024-02-02,Completed,0.15,11.07
O007051,C01890,2025-03-12,Completed,0.3,13.35
O007052,C03324,2024-01-09,Completed,0,11.9
O007053,C03636,2025-07-11,Completed,0.05,16.31
O007054,C03947,2025-10-24,Completed,0,16.64
O007055,C00430,2024-06-28,Cancelled,0,16.4
O007056,C03595,2025-03-10,Cancelled,0.1,13.6
O007057,C00032,2024-08-07,Completed,0.2,6.55
O007058,C04169,2025-01-05,Completed,0.1,5.94
O007059,C03192,2024-04-28,Completed,0.05,11.83
O007060,C02122,2025-11-08,Completed,0.3,14.47
O007061,C03070,2024-07-06,Completed,0.1,8.46
O007062,C03540,2025-04-20,Completed,0.1,18.67
O007063,C03411,2025-11-28,Completed,0.1,9.93
O007064,C03484,2024-08-01,Completed,0.1,8.21
O007065,C03994,2024-09-11,Cancelled,0.2,19.24
O007066,C04637,2025-07-15,Completed,0,15.94
O007067,C02089,2024-12-24,Completed,0.15,4.92
O007068,C01777,2024-04-24,Cancelled,0.2,4.33
O007069,C03001,2024-10-18,Returned,0,7.24
O007070,C02519,2024-06-25,Cancelled,0.2,14.73
O007071,C03738,2024-04-20,Completed,0.15,18.35
O007072,C01624,2025-12-11,Completed,0,6.77
O007073,C03002,2025-08-05,Completed,0,1
O007074,C00639,2024-11-15,Completed,0.1,17.7
O007075,C03382,2024-06-15,Completed,0.15,14.9
O007076,C03274,2024-08-22,Completed,0.15,13.45
O007077,C04114,2024-08-24,Completed,0.1,12.91
O007078,C00075,2025-12-07,Completed,0.05,11.3
O007079,C03170,2024-08-04,Cancelled,0.2,8.53
O007080,C04149,2025-11-22,Completed,0,11.82
O007081,C00526,2025-01-13,Completed,0.05,11.67
O007082,C01832,2025-07-05,Completed,0.1,12.69
O007083,C02602,2025-08-02,Completed,0.2,12.61
O007084,C03599,2024-02-18,Completed,0.2,12.95
O007085,C02226,2024-11-29,Returned,0,13.45
O007086,C02677,2024-08-27,Completed,0.1,12.54
O007087,C00553,2025-12-25,Returned,0.2,2.67
O007088,C03174,2024-07-11,Completed,0.2,5.99
O007089,C01251,2024-08-05,Completed,0.05,12.55
O007090,C02763,2025-03-15,Cancelled,0.2,5.41
O007091,C04486,2025-06-24,Completed,0.3,10.54
O007092,C03666,2024-11-20,Completed,0.1,19.61
O007093,C04447,2024-08-28,Completed,0.2,4.56
O007094,C03578,2025-05-22,Completed,0.05,19.92
O007095,C03430,2025-10-23,Returned,0.3,6.39
O007096,C03358,2024-07-08,Completed,0,8.75
O007097,C03141,2025-07-12,Completed,0.1,0
O007098,C03640,2025-11-10,Completed,0,12.85
O007099,C03964,2024-07-08,Completed,0.1,14.15
O007100,C03777,2024-08-01,Cancelled,0,5.74
O007101,C02018,2025-07-02,Completed,0,13.38
O007102,C01201,2025-04-19,Completed,0,5.62
O007103,C01556,2025-12-10,Completed,0,13.07
O007104,C03754,2025-06-26,Completed,0.2,10.37
O007105,C03912,2024-08-30,Completed,0.1,11.73
O007106,C03225,2024-06-02,Completed,0,10.94
O007107,C01983,2025-12-03,Completed,0,1.67
O007108,C01530,2025-09-07,Completed,0.1,12.82
O007109,C01355,2025-12-25,Completed,0.3,12.26
O007110,C04174,2025-10-02,Completed,0.15,14.17
O007111,C02557,2025-06-02,Completed,0,4.34
O007112,C01671,2024-02-13,Completed,0,6.71
O007113,C03270,2025-06-22,Completed,0,12.06
O007114,C02898,2024-10-25,Cancelled,0.1,13.58
O007115,C03180,2024-07-04,Completed,0.15,9.42
O007116,C01609,2024-06-10,Completed,0.3,0.79
O007117,C03279,2025-04-16,Completed,0.05,13.31
O007118,C00490,2025-04-21,Completed,0.1,4.66
O007119,C02337,2025-06-23,Completed,0,6.26
O007120,C02079,2025-11-26,Completed,0.2,16.44
O007121,C01826,2024-09-26,Completed,0.1,0
O007122,C01161,2025-11-20,Completed,0,9.08
O007123,C00272,2025-04-22,Cancelled,0.15,6.27
O007124,C03140,2024-11-05,Cancelled,0.05,9.62
O007125,C02693,2025-10-01,Completed,0.1,14.11
O007126,C01742,2025-09-01,Completed,0,9.32
O007127,C02559,2025-12-07,Completed,0.2,15.48
O007128,C02322,2024-04-30,Completed,0.2,5.48
O007129,C01373,2025-06-07,Completed,0,9.83
O007130,C04417,2024-07-21,Completed,0.2,9.01
O007131,C01649,2024-05-05,Completed,0.05,13.57
O007132,C02714,2025-01-28,Completed,0.05,4.79
O007133,C04340,2025-02-07,Cancelled,0.05,8.86
O007134,C04458,2024-09-12,Completed,0,9.43
O007135,C02226,2024-08-16,Completed,0.2,13.17
O007136,C00174,2025-08-16,Completed,0,11.76
O007137,C03694,2025-04-30,Completed,0.1,7.82
O007138,C01766,2025-11-20,Completed,0,16.2
O007139,C01151,2025-08-13,Completed,0.2,7.5
O007140,C02680,2025-09-09,Completed,0,14.42
O007141,C04180,2024-03-05,Cancelled,0.3,8.09
O007142,C00722,2024-09-14,Completed,0,8.51
O007143,C01683,2025-03-11,Completed,0.1,12.67
O007144,C02836,2025-05-17,Returned,0.05,11.14
O007145,C03634,2025-12-08,Completed,0.05,12.38
O007146,C00958,2025-04-26,Completed,0.3,7.82
O007147,C03685,2025-12-10,Returned,0.2,6.94
O007148,C00990,2025-10-26,Completed,0.2,5.95
O007149,C02396,2025-08-30,Completed,0.15,7.2
O007150,C04523,2024-01-17,Completed,0.2,14.69
O007151,C03561,2024-10-15,Completed,0.1,5.88
O007152,C04185,2024-10-20,Completed,0,13.59
O007153,C02765,2025-05-26,Completed,0,13.91
O007154,C02441,2024-07-25,Completed,0.05,10.44
O007155,C04042,2024-03-16,Completed,0.2,19.99
O007156,C00894,2024-01-27,Completed,0.15,13.1
O007157,C04192,2024-02-14,Completed,0.15,9.12
O007158,C00096,2025-01-01,Completed,0.2,11.52
O007159,C04597,2024-08-27,Completed,0.15,9.79
O007160,C04189,2025-05-13,Completed,0.2,11.54
O007161,C02009,2025-09-06,Completed,0.2,8.52
O007162,C01814,2024-01-03,Completed,0.1,4.51
O007163,C03667,2024-06-07,Completed,0.1,5.31
O007164,C04310,2025-11-27,Completed,0.1,11.81
O007165,C03925,2025-10-09,Completed,0.2,7.89
O007166,C01486,2024-04-20,Completed,0.1,10.52
O007167,C03022,2025-09-07,Completed,0.1,0
O007168,C01975,2025-08-08,Completed,0.05,9.55
O007169,C00226,2025-12-07,Completed,0.15,7.08
O007170,C03461,2025-08-01,Completed,0.15,14.41
O007171,C04439,2024-05-24,Cancelled,0,10.95
O007172,C01318,2024-01-21,Completed,0.3,14.25
O007173,C01114,2024-11-20,Completed,0.15,7.73
O007174,C01241,2024-05-16,Cancelled,0.05,8.17
O007175,C04262,2024-03-18,Completed,0.1,17.07
O007176,C00845,2025-11-27,Completed,0.1,19.62
O007177,C03216,2025-06-15,Completed,0,12.58
O007178,C04470,2024-03-18,Cancelled,0.1,14.01
O007179,C01045,2024-08-15,Returned,0.2,7.41
O007180,C02963,2024-09-21,Completed,0.15,14.91
O007181,C04478,2024-08-23,Completed,0.05,13.66
O007182,C03042,2025-06-12,Cancelled,0.2,15.15
O007183,C04326,2025-04-25,Completed,0.15,4.82
O007184,C03260,2025-03-31,Completed,0.15,11.98
O007185,C02849,2024-12-09,Completed,0.1,16.22
O007186,C02579,2024-12-28,Completed,0,8.42
O007187,C03077,2024-02-06,Completed,0.15,12.52
O007188,C02963,2025-03-20,Cancelled,0.2,9.38
O007189,C02592,2025-05-24,Completed,0.05,10.41
O007190,C01371,2024-07-16,Returned,0.3,2.87
O007191,C00362,2024-05-14,Completed,0,10.46
O007192,C04167,2024-04-21,Completed,0,14.76
O007193,C01377,2025-05-31,Completed,0.1,15.87
O007194,C02891,2025-06-06,Completed,0.2,8.61
O007195,C02279,2025-11-27,Completed,0.2,5.91
O007196,C02828,2024-03-16,Completed,0.1,11.48
O007197,C02235,2024-03-19,Completed,0.05,17.78
O007198,C04018,2024-07-01,Returned,0.1,15.77
O007199,C04218,2024-10-29,Completed,0.15,11.04
O007200,C03082,2025-04-06,Completed,0.2,8.01
O007201,C03706,2024-02-07,Completed,0.15,9.75
O007202,C03841,2024-01-29,Returned,0,15.05
O007203,C01532,2024-12-01,Completed,0.15,6.61
O007204,C02307,2025-01-02,Completed,0.2,10.36
O007205,C00423,2025-01-27,Completed,0,9.14
O007206,C03161,2025-01-16,Completed,0,11.02
O007207,C00788,2024-03-20,Completed,0.1,16.44
O007208,C03456,2024-03-20,Cancelled,0.15,15.3
O007209,C00937,2024-01-28,Completed,0.2,14.19
O007210,C01326,2024-01-06,Returned,0,18.9
O007211,C01273,2025-10-21,Completed,0.2,19.36
O007212,C01026,2025-07-26,Completed,0.1,7.54
O007213,C02413,2024-11-17,Cancelled,0.05,12.44
O007214,C02015,2024-01-08,Completed,0,13.15
O007215,C00294,2024-08-28,Returned,0.05,14.86
O007216,C02659,2024-01-09,Cancelled,0.15,14.47
O007217,C01879,2025-12-14,Completed,0.3,8.17
O007218,C01418,2024-05-14,Completed,0.1,15.86
O007219,C00696,2024-06-23,Completed,0.1,14.79
O007220,C02968,2025-05-17,Returned,0,13.26
O007221,C03184,2024-02-08,Completed,0.1,14.28
O007222,C00283,2025-12-29,Completed,0.2,12.21
O007223,C03938,2025-07-11,Completed,0,9.83
O007224,C03261,2024-12-13,Completed,0.2,0.8
O007225,C03592,2024-09-22,Completed,0,10.23
O007226,C02819,2024-08-12,Completed,0.1,15.07
O007227,C03748,2025-01-31,Completed,0.15,9.91
O007228,C00724,2024-11-21,Cancelled,0.2,15.62
O007229,C02478,2024-01-06,Completed,0.2,8.45
O007230,C01031,2025-03-25,Completed,0.3,7.37
O007231,C00457,2025-09-29,Completed,0.05,13.75
O007232,C04466,2025-05-26,Completed,0.2,15.33
O007233,C00875,2024-02-11,Completed,0.3,11.46
O007234,C03329,2024-10-05,Completed,0,13.66
O007235,C04572,2024-08-26,Completed,0,8.28
O007236,C02992,2025-07-25,Completed,0.3,11.31
O007237,C03845,2024-12-18,Completed,0,6.86
O007238,C02592,2024-07-05,Completed,0.3,15.58
O007239,C02229,2025-06-22,Completed,0.2,19.14
O007240,C03063,2025-08-04,Completed,0.2,2.7
O007241,C04389,2024-11-25,Completed,0.3,18.22
O007242,C02796,2025-07-20,Completed,0.15,11.48
O007243,C01369,2025-03-28,Completed,0.05,22.2
O007244,C03960,2024-06-05,Completed,0.2,6.19
O007245,C04054,2025-10-16,Completed,0.1,10.34
O007246,C03894,2024-11-27,Completed,0,6.57
O007247,C04040,2024-05-04,Completed,0.2,9.12
O007248,C02161,2025-08-20,Completed,0.05,7.77
O007249,C03484,2024-04-18,Completed,0.15,10.57
O007250,C04614,2024-04-13,Returned,0.15,15.8
O007251,C04326,2025-11-04,Completed,0.2,13.58
O007252,C00434,2025-05-19,Completed,0.1,16.62
O007253,C04618,2025-06-26,Completed,0.05,18.76
O007254,C01036,2024-04-07,Completed,0.1,13.33
O007255,C03008,2025-06-26,Cancelled,0.1,1.15
O007256,C01792,2025-01-15,Completed,0.2,17.42
O007257,C04614,2024-06-26,Completed,0.1,16.37
O007258,C02184,2024-11-06,Completed,0.2,8.03
O007259,C03937,2025-06-08,Returned,0.2,14.08
O007260,C03126,2024-10-08,Completed,0,17.27
O007261,C03146,2025-09-21,Completed,0.2,7.95
O007262,C04432,2024-08-04,Completed,0.3,16.46
O007263,C01200,2025-05-11,Cancelled,0,18.01
O007264,C04144,2025-05-17,Completed,0,3.51
O007265,C03822,2025-04-17,Completed,0,15.62
O007266,C00967,2024-05-04,Completed,0.05,4.13
O007267,C00048,2024-04-28,Completed,0.2,14.73
O007268,C01092,2024-03-08,Completed,0,13.93
O007269,C02173,2025-02-18,Cancelled,0.15,10.26
O007270,C03135,2024-05-04,Returned,0.1,11.35
O007271,C01710,2025-10-12,Completed,0.1,19.13
O007272,C01292,2024-09-26,Completed,0.1,13.78
O007273,C00341,2025-11-28,Cancelled,0,18.56
O007274,C01955,2025-08-12,Completed,0.3,13.77
O007275,C03085,2025-05-28,Cancelled,0.2,4.06
O007276,C00647,2024-09-19,Completed,0.1,4.09
O007277,C04123,2025-08-18,Returned,0.2,2.73
O007278,C01102,2025-04-24,Completed,0.1,11.93
O007279,C04039,2024-09-22,Completed,0.2,11.89
O007280,C03393,2025-12-16,Completed,0.15,14.52
O007281,C03737,2024-04-17,Completed,0,7.75
O007282,C00886,2025-08-30,Cancelled,0.05,13.38
O007283,C02353,2025-03-21,Completed,0.2,10.49
O007284,C02020,2025-04-13,Cancelled,0.2,8.01
O007285,C04228,2024-12-11,Cancelled,0.2,15.28
O007286,C03103,2025-03-11,Completed,0.15,17.21
O007287,C01920,2024-04-17,Completed,0.2,10.42
O007288,C02925,2025-05-29,Completed,0.1,5.24
O007289,C00440,2025-01-05,Completed,0,9.31
O007290,C00322,2025-01-20,Cancelled,0.05,16.01
O007291,C02939,2025-06-17,Completed,0.1,4.63
O007292,C02066,2025-01-04,Completed,0.2,13.87
O007293,C03343,2025-11-28,Completed,0,16.3
O007294,C01082,2024-05-21,Completed,0.2,17.49
O007295,C04548,2024-08-23,Completed,0.1,7.19
O007296,C00647,2025-01-20,Completed,0,7.18
O007297,C03804,2024-10-20,Completed,0.1,22.69
O007298,C00991,2024-03-31,Completed,0.2,13.87
O007299,C02483,2025-02-26,Completed,0.3,14.53
O007300,C04151,2025-08-06,Completed,0.2,7.13
O007301,C03292,2025-01-03,Returned,0.1,13.66
O007302,C02820,2024-07-07,Completed,0,13.28
O007303,C04295,2025-10-28,Completed,0,17.43
O007304,C03360,2024-12-16,Completed,0.3,12.5
O007305,C02935,2025-01-13,Completed,0.05,4.78
O007306,C01480,2024-05-26,Completed,0,16.67
O007307,C01154,2024-08-28,Completed,0.2,6.81
O007308,C01261,2025-12-14,Completed,0,7
O007309,C01739,2025-11-07,Returned,0.05,18.66
O007310,C00935,2024-01-10,Completed,0.15,10.51
O007311,C04504,2025-11-01,Completed,0.1,10.78
O007312,C02718,2024-10-22,Completed,0.3,12.2
O007313,C03365,2025-06-19,Completed,0.2,17.24
O007314,C03518,2025-10-21,Completed,0.15,16.41
O007315,C03805,2024-06-29,Completed,0.2,0.36
O007316,C03002,2024-05-24,Completed,0,5.41
O007317,C00902,2024-06-24,Completed,0,11.12
O007318,C01307,2024-12-04,Completed,0.3,13.88
O007319,C02830,2024-02-08,Completed,0.15,9.98
O007320,C01969,2025-10-29,Completed,0.15,19.08
O007321,C01181,2024-01-23,Completed,0.3,16.32
O007322,C00486,2025-08-14,Completed,0.3,12.28
O007323,C03213,2024-07-20,Completed,0.1,12.87
O007324,C01588,2024-12-03,Completed,0.3,9.76
O007325,C04384,2024-05-09,Completed,0,9.1
O007326,C01963,2024-10-02,Completed,0.05,13.53
O007327,C01049,2024-11-08,Completed,0.2,13.02
O007328,C00804,2025-06-30,Completed,0.3,16.44
O007329,C01793,2024-11-05,Completed,0.15,7.42
O007330,C03005,2025-01-24,Completed,0,15.06
O007331,C03372,2025-05-03,Completed,0.1,15.09
O007332,C01019,2025-05-28,Completed,0.3,1.24
O007333,C00711,2024-10-14,Cancelled,0.15,6.1
O007334,C01931,2024-03-30,Completed,0.15,10.31
O007335,C04589,2024-12-18,Completed,0.15,2.82
O007336,C02134,2025-01-25,Completed,0.2,11.86
O007337,C03489,2024-04-09,Completed,0.1,13.16
O007338,C00490,2025-08-11,Completed,0.2,17.82
O007339,C03172,2025-11-27,Completed,0,8.01
O007340,C03721,2025-08-03,Completed,0.1,6.28
O007341,C03523,2024-03-28,Completed,0.15,9.46
O007342,C01918,2025-09-15,Returned,0.05,14.38
O007343,C01915,2024-05-31,Cancelled,0.1,11.77
O007344,C00402,2025-12-24,Cancelled,0.15,9.83
O007345,C04474,2024-12-30,Completed,0.2,8.08
O007346,C00481,2024-10-03,Completed,0,18.59
O007347,C03435,2025-02-14,Completed,0.1,3.11
O007348,C04221,2025-05-21,Completed,0,12.37
O007349,C03045,2024-10-03,Completed,0.2,14.07
O007350,C03924,2025-01-05,Completed,0,7.78
O007351,C02348,2025-11-14,Completed,0.1,6.46
O007352,C02871,2024-11-13,Completed,0.15,8.22
O007353,C04249,2025-10-30,Completed,0,16.28
O007354,C04566,2025-10-19,Completed,0.1,9.44
O007355,C03691,2024-07-12,Completed,0.3,9.28
O007356,C02883,2025-10-23,Completed,0.2,4.2
O007357,C01939,2024-10-18,Completed,0.2,10.86
O007358,C00486,2025-11-09,Completed,0.1,7.86
O007359,C00838,2025-08-13,Returned,0.1,8.04
O007360,C04062,2024-01-12,Completed,0.1,12.71
O007361,C03815,2025-10-08,Completed,0.1,14.07
O007362,C04417,2024-10-16,Returned,0,9.26
O007363,C01406,2025-12-15,Completed,0.05,11.26
O007364,C02283,2024-02-26,Completed,0.3,7.94
O007365,C02786,2025-04-24,Completed,0,9.44
O007366,C00773,2024-01-28,Completed,0.2,10.65
O007367,C01841,2024-11-03,Completed,0.3,9.96
O007368,C02966,2024-11-07,Completed,0,8.61
O007369,C02045,2025-01-06,Completed,0.2,8.38
O007370,C02631,2024-04-17,Completed,0,16.65
O007371,C02129,2024-05-21,Cancelled,0.15,7.93
O007372,C04377,2024-02-26,Completed,0.2,13.52
O007373,C01690,2025-07-07,Completed,0.15,8.98
O007374,C00832,2024-02-18,Completed,0.15,6.27
O007375,C00601,2024-06-16,Completed,0.2,0
O007376,C02468,2025-07-13,Completed,0.15,14.48
O007377,C00761,2024-01-27,Completed,0,8.79
O007378,C00246,2025-09-14,Completed,0.1,6.38
O007379,C03225,2025-12-13,Completed,0.2,14.48
O007380,C03686,2025-09-25,Cancelled,0,15.78
O007381,C01451,2024-08-24,Completed,0.15,9.04
O007382,C01691,2024-07-22,Completed,0.3,7.57
O007383,C02178,2025-10-20,Completed,0.1,9.96
O007384,C03306,2024-08-24,Completed,0.2,9.92
O007385,C02642,2025-02-19,Completed,0,13.63
O007386,C03832,2025-03-12,Completed,0.2,4.88
O007387,C02503,2024-07-18,Completed,0.1,7.87
O007388,C02308,2025-04-15,Completed,0.2,13.5
O007389,C03673,2024-01-01,Completed,0.2,5.6
O007390,C01831,2025-02-12,Completed,0,8.77
O007391,C03303,2025-04-09,Completed,0.05,9.74
O007392,C03727,2024-10-04,Completed,0,12.89
O007393,C01862,2024-08-07,Completed,0,6.26
O007394,C04213,2025-07-17,Completed,0.15,9.95
O007395,C03734,2025-08-05,Completed,0,9.83
O007396,C02476,2025-01-06,Returned,0.15,12.74
O007397,C00803,2025-05-15,Completed,0.15,6.23
O007398,C04191,2024-06-25,Completed,0.3,2.79
O007399,C03609,2025-10-20,Completed,0,9.1
O007400,C00023,2025-01-18,Returned,0,10.8
